graph,scenario,gamma_u,q,estimator,gate,bias,sd,rmse,reps
synthetic,S1,0.0,0.4,ERL-drop,2.0289111878287427,-1.2048465458761242,0.3648173124706648,1.25886729665519,1000
synthetic,S1,0.0,0.4,IPW-assign,2.0289111878287427,-1.2024778862469343,0.39373653649003915,1.2652989872279463,1000
synthetic,S1,0.0,0.4,IPW-alloc,2.0289111878287427,-0.4153921635051421,7.381431763830972,7.393110680464232,1000
synthetic,S1,0.0,0.5,EARL,2.0289111878287427,0.0052922158714561185,0.7327994078615032,0.7328185175819453,1000
synthetic,S1,0.0,0.5,EARL-centred,2.0289111878287427,-0.01977927306019467,2.2321341679612283,2.232221799782171,1000
synthetic,S1,0.0,0.5,ERL-drop,2.0289111878287427,-1.0118094859786433,0.3663997039307516,1.0761074198038543,1000
synthetic,S1,0.0,0.5,IPW-assign,2.0289111878287427,-1.0081865939511951,0.4459020379177486,1.1023923238312725,1000
synthetic,S1,0.0,0.5,IPW-alloc,2.0289111878287427,0.37661874249082006,19.856001965761223,19.859573402807747,1000
synthetic,S1,0.0,0.6,EARL,2.0289111878287427,-0.007121319836076889,0.5465356465586321,0.546582039730057,1000
synthetic,S1,0.0,0.6,EARL-centred,2.0289111878287427,0.0761085335817846,2.1795203606203857,2.1808488052230457,1000
synthetic,S1,0.0,0.6,ERL-drop,2.0289111878287427,-0.8158372670331433,0.32792138793517916,0.8792740658892667,1000
synthetic,S1,0.0,0.6,IPW-assign,2.0289111878287427,-0.817943365132695,0.4939789502133085,0.9555346941992424,1000
synthetic,S1,0.0,0.6,IPW-alloc,2.0289111878287427,-0.06019730519390665,8.795599414996015,8.795805408524615,1000
synthetic,S1,0.0,0.7,EARL,2.0289111878287427,-0.016861711076616714,0.42395464104487257,0.4242898242521473,1000
synthetic,S1,0.0,0.7,EARL-centred,2.0289111878287427,-0.04652266434898866,2.355339487617949,2.355798900634456,1000
synthetic,S1,0.0,0.7,ERL-drop,2.0289111878287427,-0.6204765541022546,0.2967682487314108,0.6877954257231699,1000
synthetic,S1,0.0,0.7,IPW-assign,2.0289111878287427,-0.6074500254096853,0.5733829787594529,0.8353224369674805,1000
